DATE,OPEN,CLOSE,HIGH,LOW,VOLUME
02-JUL-2020,1942.0,1962.75,1970.0,1935.0,79240
01-JUL-2020,1960.2,1937.4,1969.0,1925.0,84097
30-JUN-2020,1940.0,1957.9,1980.0,1934.0,153842
29-JUN-2020,1925.0,1936.45,1945.0,1890.15,61906
26-JUN-2020,1906.95,1928.7,1953.0,1892.85,171354
25-JUN-2020,1895.25,1892.8,1919.9,1881.0,148028
24-JUN-2020,1890.0,1926.4,1940.0,1890.0,104080
23-JUN-2020,1880.0,1885.3,1908.0,1863.4,91005
22-JUN-2020,1870.0,1877.5,1894.95,1866.6,38770
19-JUN-2020,1880.0,1869.85,1920.1,1860.0,159385
18-JUN-2020,1879.95,1877.8,1888.0,1863.0,104370
17-JUN-2020,1860.0,1882.4,1908.9,1860.0,57194
16-JUN-2020,1860.0,1876.05,1882.6,1851.0,59204
15-JUN-2020,1846.0,1860.4,1877.25,1841.0,44697
12-JUN-2020,1820.0,1850.0,1870.4,1801.0,68224
11-JUN-2020,1881.5,1870.4,1887.95,1866.8,44855
10-JUN-2020,1885.0,1887.5,1899.0,1879.6,48949
09-JUN-2020,1856.0,1885.4,1895.0,1850.2,210894
08-JUN-2020,1873.15,1870.0,1884.85,1855.0,54423
05-JUN-2020,1865.05,1857.25,1870.7,1849.1,54930
04-JUN-2020,1849.95,1861.25,1869.3,1846.5,50397
03-JUN-2020,1854.95,1848.35,1880.1,1844.05,154333
02-JUN-2020,1846.0,1858.55,1894.0,1817.85,321389
01-JUN-2020,1795.0,1842.95,1860.0,1795.0,170384
29-MAY-2020,1780.2,1798.85,1812.0,1780.2,46008
28-MAY-2020,1787.0,1793.4,1818.95,1775.1,90551
27-MAY-2020,1787.0,1794.2,1809.05,1787.0,113020
26-MAY-2020,1795.0,1787.25,1809.65,1767.05,82065
22-MAY-2020,1784.95,1786.65,1839.0,1771.0,125113
21-MAY-2020,1763.95,1784.9,1800.0,1745.8,104118
20-MAY-2020,1719.95,1784.0,1834.0,1711.0,842336
19-MAY-2020,1661.0,1670.15,1680.0,1640.0,59442
18-MAY-2020,1655.0,1645.65,1668.0,1600.0,205525
15-MAY-2020,1650.0,1645.8,1657.95,1636.05,66726
14-MAY-2020,1645.0,1648.25,1667.15,1628.0,173342
13-MAY-2020,1689.0,1656.45,1689.0,1645.1,316636
12-MAY-2020,1614.0,1648.35,1655.0,1590.8,82164
11-MAY-2020,1600.0,1614.2,1674.7,1595.75,115873
08-MAY-2020,1605.25,1584.65,1614.0,1570.1,84477
07-MAY-2020,1536.1,1593.25,1601.0,1535.9,73425
06-MAY-2020,1535.4,1536.1,1567.45,1510.05,148484
05-MAY-2020,1552.2,1535.4,1588.5,1525.0,137671
04-MAY-2020,1570.0,1545.35,1570.0,1503.25,78506
30-APR-2020,1488.0,1592.95,1650.0,1480.0,236847
29-APR-2020,1479.65,1465.05,1493.0,1445.2,101143
28-APR-2020,1463.85,1465.85,1471.95,1445.0,51626
27-APR-2020,1452.25,1450.65,1470.0,1421.35,447191
24-APR-2020,1455.0,1433.8,1470.0,1421.55,151941
23-APR-2020,1430.0,1459.15,1472.0,1420.0,122755
22-APR-2020,1448.0,1418.45,1448.0,1385.05,151232
21-APR-2020,1450.0,1449.9,1488.8,1435.35,147847
20-APR-2020,1474.95,1492.1,1510.0,1461.8,275764
17-APR-2020,1510.1,1444.7,1510.1,1435.0,131889
16-APR-2020,1446.05,1467.85,1524.5,1431.65,164504
15-APR-2020,1413.95,1470.5,1489.1,1404.35,146529
13-APR-2020,1413.0,1399.25,1424.95,1393.55,110210
09-APR-2020,1377.0,1398.65,1445.0,1365.05,247088
08-APR-2020,1360.0,1355.5,1377.25,1335.55,92221
07-APR-2020,1395.0,1367.15,1395.0,1355.0,88451
03-APR-2020,1380.0,1354.15,1392.25,1345.0,76517
01-APR-2020,1446.0,1392.25,1490.0,1380.0,126718
31-MAR-2020,1360.0,1428.85,1469.0,1346.1,71659
30-MAR-2020,1365.8,1343.95,1399.05,1340.1,90379
27-MAR-2020,1440.0,1393.85,1479.0,1380.0,78304
26-MAR-2020,1440.0,1428.25,1510.0,1375.0,147627
25-MAR-2020,1382.0,1421.8,1440.0,1302.5,151453
24-MAR-2020,1330.0,1386.6,1405.0,1273.15,83425
23-MAR-2020,1240.0,1293.1,1490.0,1228.0,116594
20-MAR-2020,1350.0,1511.45,1600.0,1311.7,275061
19-MAR-2020,1326.0,1362.0,1414.0,1210.0,226828
18-MAR-2020,1505.5,1376.45,1560.0,1360.0,216457
17-MAR-2020,1515.0,1490.65,1524.35,1425.0,163058
16-MAR-2020,1588.0,1527.3,1588.0,1494.0,168799
13-MAR-2020,1499.0,1620.35,1900.3,1355.0,234804
12-MAR-2020,1682.25,1610.4,1705.0,1550.0,198483
11-MAR-2020,1870.75,1772.4,1900.0,1712.25,145955
09-MAR-2020,1885.0,1870.85,1890.0,1850.15,164511
06-MAR-2020,1860.0,1897.5,1934.95,1846.0,91570
05-MAR-2020,1896.0,1892.2,1919.0,1880.0,43705
04-MAR-2020,1966.0,1897.65,1972.95,1873.85,67995
03-MAR-2020,1938.0,1961.1,1985.0,1926.05,82575
02-MAR-2020,1901.05,1906.75,1947.0,1877.1,108079
28-FEB-2020,1933.0,1910.15,1969.95,1852.4,180561
