DATE,OPEN,CLOSE,HIGH,LOW,VOLUME
02-JUL-2020,1358.15,1352.0,1371.9,1342.3,4993438
01-JUL-2020,1319.0,1356.75,1364.8,1316.0,8939592
30-JUN-2020,1364.9,1360.45,1372.9,1345.05,4783169
29-JUN-2020,1336.1,1355.65,1366.9,1313.0,3819683
26-JUN-2020,1380.0,1340.1,1382.95,1326.95,6694715
25-JUN-2020,1337.0,1381.7,1389.75,1325.0,9985038
24-JUN-2020,1392.0,1343.9,1398.0,1336.95,5332634
23-JUN-2020,1355.0,1389.9,1395.7,1350.05,4669833
22-JUN-2020,1309.8,1355.35,1385.0,1295.95,7633967
19-JUN-2020,1304.0,1302.5,1315.75,1276.35,8492619
18-JUN-2020,1240.0,1303.35,1309.9,1228.35,6672822
17-JUN-2020,1269.45,1243.8,1284.95,1236.6,5429464
16-JUN-2020,1276.0,1276.8,1295.8,1238.1,5266312
15-JUN-2020,1270.0,1248.9,1271.15,1237.2,7553579
12-JUN-2020,1240.0,1279.8,1289.7,1231.6,8992434
11-JUN-2020,1334.0,1298.7,1334.4,1289.2,4376824
10-JUN-2020,1304.5,1332.25,1344.3,1303.6,4876381
09-JUN-2020,1341.95,1304.15,1360.0,1299.1,5477338
08-JUN-2020,1355.0,1336.75,1365.0,1315.5,5302332
05-JUN-2020,1344.0,1337.8,1358.0,1321.0,5688226
04-JUN-2020,1380.05,1334.4,1380.05,1330.35,6004149
03-JUN-2020,1364.0,1386.55,1428.2,1342.2,12344415
02-JUN-2020,1323.0,1342.9,1353.25,1298.05,17320032
01-JUN-2020,1249.0,1248.4,1279.2,1238.0,6943586
29-MAY-2020,1216.5,1224.0,1229.8,1200.05,5497352
28-MAY-2020,1224.0,1229.45,1254.9,1209.6,10710015
27-MAY-2020,1163.95,1217.55,1243.0,1161.0,11746762
26-MAY-2020,1160.0,1153.2,1175.0,1144.55,5470825
22-MAY-2020,1140.0,1160.2,1167.2,1116.5,5189775
21-MAY-2020,1165.0,1150.25,1189.55,1144.6,5978133
20-MAY-2020,1130.0,1160.1,1178.0,1115.0,5254389
19-MAY-2020,1150.0,1130.45,1169.9,1125.3,6383233
18-MAY-2020,1175.0,1113.65,1176.0,1110.0,6397446
15-MAY-2020,1179.85,1178.3,1189.9,1154.2,3864229
14-MAY-2020,1178.9,1173.1,1214.0,1167.15,7100070
13-MAY-2020,1215.05,1186.7,1220.0,1172.7,11914949
12-MAY-2020,1178.0,1157.2,1178.0,1137.0,10268551
11-MAY-2020,1240.55,1188.45,1252.3,1185.0,4674247
08-MAY-2020,1222.0,1217.45,1242.95,1211.05,3511244
07-MAY-2020,1230.5,1199.8,1240.0,1184.25,6843277
06-MAY-2020,1231.0,1245.95,1277.4,1214.25,4604274
05-MAY-2020,1297.0,1238.35,1302.9,1225.0,5004851
04-MAY-2020,1295.0,1277.8,1305.9,1263.7,5096460
30-APR-2020,1340.0,1357.2,1380.0,1334.05,6272569
29-APR-2020,1327.0,1327.85,1352.0,1315.2,6703973
28-APR-2020,1310.1,1326.65,1336.5,1310.1,6678450
27-APR-2020,1251.9,1303.6,1324.9,1251.9,7771419
24-APR-2020,1219.0,1239.55,1258.0,1213.35,6784237
23-APR-2020,1172.0,1249.65,1255.0,1158.1,10558455
22-APR-2020,1127.05,1152.15,1166.75,1108.2,6963697
21-APR-2020,1150.0,1130.15,1155.0,1125.0,4799848
20-APR-2020,1220.0,1177.75,1224.5,1172.25,6560230
17-APR-2020,1187.35,1186.25,1197.95,1135.0,8585462
16-APR-2020,1164.95,1130.85,1164.95,1114.45,11055210
15-APR-2020,1265.85,1173.75,1270.95,1153.3,9045751
13-APR-2020,1250.0,1250.9,1257.15,1216.0,4250597
09-APR-2020,1215.0,1272.9,1281.2,1190.1,8097402
08-APR-2020,1184.8,1187.65,1242.55,1160.35,7405110
07-APR-2020,1221.0,1198.05,1229.05,1171.0,8552666
03-APR-2020,1181.65,1140.85,1183.0,1087.0,10111593
01-APR-2020,1294.9,1181.65,1294.9,1158.0,10838532
31-MAR-2020,1328.3,1296.05,1330.0,1285.0,4476861
30-MAR-2020,1345.2,1293.7,1380.0,1275.8,5570369
27-MAR-2020,1436.0,1399.1,1450.0,1374.55,10225249
26-MAR-2020,1300.0,1372.95,1390.0,1252.8,7254949
25-MAR-2020,1140.0,1290.15,1324.0,1125.05,6449061
24-MAR-2020,1153.15,1152.9,1185.0,1041.1,7371834
23-MAR-2020,1137.5,1098.25,1204.45,1078.15,6694405
20-MAR-2020,1217.0,1262.35,1283.6,1146.5,10380019
19-MAR-2020,1095.05,1210.85,1253.6,1001.0,9917261
18-MAR-2020,1326.0,1171.95,1329.0,1162.1,11167547
17-MAR-2020,1392.0,1322.7,1402.95,1303.1,4821135
16-MAR-2020,1417.0,1383.7,1444.75,1375.0,6580531
13-MAR-2020,1400.0,1470.05,1505.0,1172.05,11408950
12-MAR-2020,1509.9,1465.05,1546.45,1350.95,7807923
11-MAR-2020,1575.95,1589.3,1604.9,1542.5,4714213
09-MAR-2020,1595.0,1578.15,1609.95,1542.6,5535703
06-MAR-2020,1605.2,1631.05,1644.0,1598.2,3542243
05-MAR-2020,1615.0,1651.35,1676.5,1608.0,5060962
04-MAR-2020,1632.2,1607.95,1633.1,1577.6,2530221
03-MAR-2020,1603.8,1626.3,1636.35,1587.0,2918386
02-MAR-2020,1631.0,1599.0,1637.3,1584.2,4762847
28-FEB-2020,1654.9,1620.35,1660.1,1613.75,3743312
27-FEB-2020,1666.0,1682.75,1688.9,1660.6,2689352
26-FEB-2020,1670.1,1666.5,1677.7,1657.0,2585895
25-FEB-2020,1676.2,1675.8,1689.7,1668.35,1535555
24-FEB-2020,1672.0,1678.25,1683.75,1662.3,1926133
20-FEB-2020,1697.3,1685.95,1699.25,1676.2,2099903
19-FEB-2020,1740.0,1701.1,1740.0,1695.4,3168534
18-FEB-2020,1682.5,1691.0,1699.8,1678.3,2219039
17-FEB-2020,1685.0,1691.1,1699.2,1672.25,1812765
14-FEB-2020,1696.0,1680.95,1703.0,1663.6,1892157
13-FEB-2020,1714.7,1689.8,1714.7,1682.3,2246920
12-FEB-2020,1680.1,1714.9,1720.0,1675.0,3010537
11-FEB-2020,1682.45,1677.45,1685.8,1666.55,1914766
